Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
235,235,1119,0,21176,0,117.7,6,1,3.5,8,2.5,93037.428,2,0.1,6.69,35.66,0.1747153,1.844514973,15,7.5,1,0
235,235,1412,1119,22646,21176,162.7,1,4,4,7,21,117918.108,2,0.171,6,17.28,2.298348557,23.18529207,21,17.5,0,1
355,235,3034,2153,28583,26048,671.2,1,6,3,6,7,27564.5304,1,0.15,6.33,18.96,0.736982982,10.84007578,17.5,14,0,1
235,235,4221,3034,32053,28583,27.72,1,5,3,5,4,15907.32,4,0.1,6.69,35.66,0.799765291,8.748783778,8,10,1,0
235,235,450.7,330.9,15898,14276,162.7,6,5,3,8,5,188114.256,4,0.1,6.69,35.66,1.550867442,22.15614746,15,7.5,1,0
275,235,77.63,54.1,7684,6434,13.17,5,5,4,3,9,57511.08,4,0.15,6.33,18.96,2.883577482,44.08863617,3,7.5,0,1
355,235,10.33,0,3142,0,27.72,2,1,4,3,2.5,8014.842,0,0.283,7.28,19.74,0.57285124,44.74175895,12.5,2.5,0,1
235,235,1119,0,21176,0,38.92,5,3,3,8,3,57755.808,0,0.14,5.9,25.5,0.611787304,5.456260667,6,4.5,0,1
235,235,182.6,0,11253,0,83.56,3,3,4,6,3.5,13064.3964,2,0.15,6.2,13.91,0.630571694,4.392835243,3.5,3.5,1,0
275,275,5538,4221,34685,32053,13.17,3,6,3.5,4,2.5,22555.764,2,0.14,5.9,25.5,1.052428326,3.652840263,15,2.5,0,1
235,235,5538,4221,34685,32053,1752,1,6,3,3,20,19578.24,0,0.15,6.2,13.91,0.471469074,2.901937642,8,20,1,0
235,235,330.9,276.9,14276,13347,1752,3,5,3,8,6,98821.1664,1,0.354,6.5,15.82,0.936583932,19.76810742,9,3,1,0
275,275,229.3,182.6,12437,11253,83.56,6,5,3.5,7,6,48382.7256,3,0.171,6,17.28,1.26863629,29.63320881,3,3,0,1
235,235,276.9,229.3,13347,12437,337.4,2,6,3.5,8,4,55210.6368,4,0.2,6.77,23.99,1.757347939,31.60671974,24,16,0,1
275,275,330.9,0,14276,0,13.17,1,2,4,7,7.5,14653.089,3,0.1,6.1,32.84,0.818712287,31.40215063,1.5,3,1,0
355,355,229.3,182.6,12437,11253,117.7,4,4,4,8,3.5,71317.818,3,0.283,7.28,19.74,1.576103433,28.98524568,14,17.5,0,1
355,275,16.73,10.33,3877,3142,231.3,3,4,3,3,14,77954.0256,2,0.14,5.9,25.5,2.308137681,8.980701127,17.5,7,0,1
235,235,1119,0,21176,0,13.17,3,2,4,5,4,18986.814,1,0.3,6.6,10.27,0.38558407,17.85791928,4,6,1,0
355,235,2153,1752,26048,24164,231.3,2,5,4,8,7,65505.528,2,0.123,6.19,12.9,1.471059463,10.42857562,14,17.5,0,1
275,275,36.92,25.1,5383,4525,1752,6,6,3,7,10,290165.832,2,0.283,7.28,19.74,3.371977719,66.11907207,15,5,0,1
355,275,450.7,0,15898,0,117.7,5,2,3,6,7,147081.528,3,0.1,6.69,35.66,0.547319975,10.71604324,21,3.5,1,0
275,275,136.7,104.5,9726,8682,482,4,6,3.5,5,15,185177.52,2,0.14,5.9,25.5,2.446865566,5.184157112,12.5,7.5,0,1
235,235,1119,0,21176,0,920.8,6,1,3,7,15,284496.3,2,0.15,6.33,18.96,0.194648795,2.723851118,9,15,0,1
355,355,25.1,16.73,4525,3877,38.92,4,6,3.5,4,7,37182.3408,2,0.1,6.69,35.66,2.750383451,11.94444965,7,10.5,1,0
275,235,6.062,0,2534,0,920.8,2,1,4,7,1.5,20104.4052,3,0.2,6.77,23.99,1.142211008,74.23208243,9,6,0,1
235,235,1412,1119,22646,21176,13.17,5,5,3.5,6,7.5,55981.53,1,0.14,5.9,25.5,1.660028391,10.9885788,5,2.5,0,1
355,235,637.2,450.7,17803,15898,13.17,6,4,3.5,4,15,214381.728,4,0.1,6.1,32.84,2.465557858,17.03900226,12.5,2.5,1,0
275,275,276.9,0,13347,0,117.7,2,3,4,8,5,60121.512,2,0.1,6.1,32.84,1.387365719,12.86018721,15,7.5,1,0
275,275,25.1,0,4525,0,231.3,1,2,3.5,5,7,7219.476,1,0.1,6.69,35.66,0.595204428,11.9799582,3.5,7,1,0
355,355,1119,0,21176,0,117.7,2,1,4,6,2.5,12787.038,3,0.2,6.77,23.99,0.121721749,1.001696805,5,5,0,1
275,235,25.1,16.73,4525,3877,337.4,4,6,3,6,18,94122.3888,3,0.171,6,17.28,2.873908392,23.37643686,3,9,0,1
235,235,104.5,0,8682,0,920.8,4,3,3.5,5,8,67789.656,3,0.2,6.77,23.99,0.804122237,40.38491462,6,4,0,1
355,235,4221,3034,32053,28583,83.56,4,5,3.5,5,10.5,160623.144,4,0.3,6.6,10.27,1.467562314,24.29950741,21,10.5,1,0
355,355,36.92,0,5383,0,57.9,6,2,3.5,6,7.5,186299.19,3,0.14,5.9,25.5,1.534876353,13.36376747,12.5,12.5,0,1
355,235,330.9,0,14276,0,38.92,5,1,4,5,7,113696.55,4,0.1,6.1,32.84,0.412285743,14.40771498,17.5,7,1,0
235,235,3.492,0,2124,0,57.9,6,1,3.5,7,4.5,105991.6968,2,0.1,6.1,32.84,1.815345929,23.3986964,6,6,1,0
275,275,1119,0,21176,0,920.8,1,3,4,6,20,76355.136,0,0.15,6.2,13.91,0.828954948,6.920250138,24,4,1,0
275,275,1119,0,21176,0,83.56,2,3,3,6,18,173267.424,3,0.171,6,17.28,1.249177931,45.71916076,18,15,0,1
235,235,450.7,330.9,15898,14276,38.92,4,6,4,4,20,92344.032,2,0.1,6.1,32.84,2.904920641,11.90191832,8,8,1,0
235,235,36.92,25.1,5383,4525,19.43,1,6,4,4,6,13411.0944,0,0.283,7.28,19.74,3.809684266,47.30654097,10,4,0,1
355,275,3.492,3.492,2124,2124,38.92,1,4,3,7,12.5,41093.91,1,0.14,5.9,25.5,5.420620785,9.096050052,10,2.5,0,1
235,235,10.33,0,3142,0,920.8,3,3,3,4,17.5,154178.64,0,0.15,6.2,13.91,3.016310555,16.6275882,21,17.5,1,0
355,235,276.9,229.3,13347,12437,920.8,1,4,3.5,8,3,13818.9744,2,0.123,6.19,12.9,0.614076081,3.110037627,12,6,0,1
275,275,330.9,0,14276,0,38.92,3,3,3,5,17.5,167026.86,0,0.2,6.77,23.99,1.588994883,42.72540228,21,3.5,0,1
235,235,1119,0,21176,0,117.7,3,3,3,8,10.5,124297.3512,2,0.15,6.2,13.91,0.881505493,10.15881257,14,7,1,0
235,235,1119,0,21176,0,920.8,1,2,3.5,4,7.5,15988.896,2,0.171,6,17.28,0.207587941,1.732776964,4.5,6,0,1
355,355,182.6,136.7,11253,9726,920.8,1,4,3,8,3,22156.0416,4,0.171,6,17.28,0.710321035,11.93271352,18,9,0,1
275,275,25.1,16.73,4525,3877,337.4,5,6,4,6,2,37280.232,2,0.2,6.77,23.99,2.520058994,33.46668881,8,8,0,1
235,235,3.492,0,2124,0,83.56,5,1,3.5,4,12,153444.456,3,0.123,6.19,12.9,2.322746581,29.4400852,10,6,0,1
235,235,1119,0,21176,0,83.56,6,3,4,5,12.5,280927.35,1,0.15,6.2,13.91,1.325112973,15.59417475,15,12.5,1,0
275,275,54.1,0,6434,0,920.8,2,1,3.5,6,16,66924.9504,2,0.354,6.5,15.82,0.584964231,36.85049813,8,16,1,0
275,275,450.7,330.9,15898,14276,482,4,5,3,8,3.5,46971.4608,4,0.354,6.5,15.82,0.69709908,12.7474666,7,10.5,1,0
355,275,3.492,0,2124,0,83.56,6,1,3,7,15,190153.656,0,0.354,6.5,15.82,1.923074629,67.51877737,5,10,1,0
355,355,25.1,16.73,4525,3877,117.7,6,5,3.5,4,10.5,57963.8268,3,0.15,6.2,13.91,2.05158948,10.47152979,3.5,10.5,1,0
355,235,450.7,330.9,15898,14276,1752,1,6,3.5,6,12,33894.828,1,0.15,6.33,18.96,1.095372111,17.26142303,6,10,0,1
235,235,1119,0,21176,0,337.4,4,2,3,5,5,56491.38,1,0.14,5.9,25.5,0.232890977,2.512961211,12.5,2.5,0,1
235,235,10.33,6.062,3142,2534,671.2,2,6,3,7,8,31064.1408,0,0.123,6.19,12.9,3.219147065,14.42731141,4,6,0,1
275,235,36.92,0,5383,0,13.17,5,3,3.5,3,12,74642.04,4,0.171,6,17.28,1.872695085,44.48557888,8,20,0,1
275,235,77.63,54.1,7684,6434,231.3,6,5,3.5,8,20,643308.336,1,0.2,6.77,23.99,4.494801685,80.14110429,24,8,0,1
355,235,6.062,0,2534,0,920.8,3,3,3.5,3,21,23897.6892,0,0.283,7.28,19.74,1.964538892,40.80827265,3.5,3.5,0,1
355,235,1752,1412,24164,22646,162.7,1,5,3.5,6,6,24742.0008,3,0.3,6.6,10.27,1.114056386,21.55215085,7.5,1.5,1,0
275,275,450.7,0,15898,0,231.3,1,3,3,8,3.5,18705.3768,2,0.15,6.2,13.91,0.555928548,4.840142106,17.5,7,1,0
235,235,104.5,0,8682,0,162.7,1,3,4,5,21,58999.842,4,0.2,6.77,23.99,1.833794776,54.76554444,10.5,10.5,0,1
235,235,54.1,0,6434,0,337.4,2,3,3,5,17.5,79842.51,2,0.14,5.9,25.5,1.286108888,6.474649118,10.5,14,0,1
355,235,10.33,6.062,3142,2534,83.56,6,5,3.5,7,21,150238.5192,2,0.15,6.33,18.96,5.072966706,95.76640962,3.5,7,0,1
235,235,77.63,0,7684,0,19.43,2,2,3,3,15,27898.992,2,0.14,5.9,25.5,0.717976989,5.032316867,5,2.5,0,1
275,275,1119,0,21176,0,83.56,4,1,3,8,17.5,255822.336,0,0.3,6.6,10.27,0.284740855,15.15440189,14,7,1,0
355,235,1119,0,21176,0,482,1,3,3,7,15,84635.1,2,0.171,6,17.28,0.764969447,15.50183317,15,12.5,0,1
275,275,16.73,0,3877,0,57.9,6,2,3,5,3,28633.176,1,0.283,7.28,19.74,0.645171237,25.45606779,3,4.5,0,1
275,275,1119,0,21176,0,162.7,6,3,3.5,8,5,127258.56,0,0.15,6.33,18.96,0.726428189,20.86297775,10,12.5,0,1
275,275,637.2,0,17803,0,13.17,5,1,4,5,6,49149.54,2,0.15,6.33,18.96,0.232505966,4.709866057,4,6,0,1
355,235,16.73,10.33,3877,3142,337.4,3,5,3.5,8,9,103960.4544,0,0.283,7.28,19.74,4.223390392,155.778851,12,9,0,1
235,235,16.73,0,3877,0,920.8,6,3,4,3,7.5,58061.718,4,0.3,6.6,10.27,1.712003316,46.27699825,4.5,1.5,1,0
275,275,54.1,0,6434,0,920.8,1,2,3,5,20,57307.14,2,0.15,6.33,18.96,0.888420935,26.83861138,16,12,0,1
275,235,25.1,0,4525,0,57.9,1,1,4,4,4.5,6248.7216,2,0.2,6.77,23.99,0.416415694,14.69394951,1.5,6,0,1
275,275,1119,0,21176,0,162.7,4,3,3,8,24,264436.7616,4,0.283,7.28,19.74,1.038797984,25.5015689,8,16,0,1
235,235,25.1,16.73,4525,3877,38.92,2,6,3.5,6,1.5,14744.862,1,0.1,6.69,35.66,2.562585524,12.51715382,9,7.5,1,0
275,275,54.1,0,6434,0,231.3,5,1,3.5,3,6,31937.004,0,0.123,6.19,12.9,0.292806971,2.10649394,6,4,0,1
275,235,10.33,6.062,3142,2534,671.2,2,5,3.5,8,18,50511.8592,0,0.14,5.9,25.5,4.202200516,8.843857541,3,9,0,1
275,275,637.2,450.7,17803,15898,337.4,6,5,3.5,5,24,188318.196,3,0.15,6.33,18.96,1.226219469,33.60972684,8,4,0,1
355,275,3034,2153,28583,26048,38.92,1,5,4,3,2.5,7770.114,3,0.354,6.5,15.82,0.849238298,20.02430834,15,10,1,0
235,235,25.1,0,4525,0,38.92,1,2,3.5,3,21,45335.862,4,0.15,6.2,13.91,1.68073335,26.29413279,10.5,17.5,1,0
235,235,36.92,0,5383,0,231.3,3,3,3.5,8,12,195195.0528,1,0.1,6.69,35.66,2.628243949,18.63557873,24,8,1,0
235,235,3.492,0,2124,0,27.72,1,2,3.5,3,9,24105.708,2,0.15,6.33,18.96,2.716833706,99.24292815,18,15,0,1
275,275,1119,0,21176,0,117.7,1,1,4,7,8,15882.8472,2,0.2,6.77,23.99,0.167864196,2.577924279,2,8,0,1
275,235,330.9,276.9,14276,13347,1752,5,5,4,8,12,360239.616,3,0.171,6,17.28,2.006360391,24.68235431,18,12,0,1
355,235,450.7,0,15898,0,920.8,4,2,4,3,6,33283.008,1,0.3,6.6,10.27,0.267097074,10.67261497,9,15,1,0
275,275,1119,0,21176,0,920.8,4,3,3,3,6,22417.0848,4,0.1,6.1,32.84,0.177140412,0.695568348,2,6,1,0
355,355,330.9,276.9,14276,13347,1119,6,5,4,6,3,35877.1248,2,0.123,6.19,12.9,0.657346973,2.887604648,3,3,0,1
355,235,637.2,450.7,17803,15898,231.3,3,6,3.5,5,6,29917.998,1,0.3,6.6,10.27,0.946466483,19.70429447,3,6,1,0
275,275,16.73,0,3877,0,117.7,5,1,3,6,15,303462.72,1,0.3,6.6,10.27,1.25337102,88.92036493,18,6,1,0
235,235,16.73,0,3877,0,19.43,3,2,3,5,2.5,14734.665,4,0.15,6.2,13.91,0.73531654,6.317395854,2.5,7.5,1,0
355,275,6447,5538,40005,34685,19.43,2,6,3,4,3,9691.2288,0,0.14,5.9,25.5,0.609415686,3.214632548,4.5,6,0,1
355,355,2153,1752,26048,24164,117.7,3,5,4,8,24,270473.3856,1,0.171,6,17.28,3.015685466,30.53532843,16,8,0,1
275,275,25.1,16.73,4525,3877,57.9,5,6,3.5,8,7.5,105640.92,4,0.123,6.19,12.9,4.383504982,11.91501838,5,7.5,0,1
275,275,276.9,229.3,13347,12437,671.2,3,5,4,7,16,260080.6032,4,0.354,6.5,15.82,2.548426562,32.50633912,24,16,1,0
275,275,136.7,104.5,9726,8682,57.9,4,4,3,4,3.5,23542.8336,4,0.3,6.6,10.27,0.736101613,19.41035773,7,7,1,0
275,275,3.492,0,2124,0,231.3,5,1,3.5,7,24,106211.952,0,0.283,7.28,19.74,1.941812953,75.46855455,4,4,0,1
235,235,229.3,0,12437,0,117.7,1,2,3,6,24,104180.7096,1,0.15,6.33,18.96,1.055326143,33.70572035,24,12,0,1
355,355,869.7,0,19754,0,27.72,5,2,3.5,5,4,69339.6,4,0.283,7.28,19.74,0.491995188,35.76894109,20,8,0,1
275,275,450.7,330.9,15898,14276,482,4,5,3.5,5,14,127911.168,0,0.1,6.1,32.84,1.205038247,7.778805174,14,7,1,0
235,235,1119,0,21176,0,162.7,5,1,3,3,7.5,22790.295,1,0.171,6,17.28,0.070071134,0.233078615,1.5,4.5,0,1
355,275,229.3,0,12437,0,231.3,1,1,3,6,16,53130.4488,3,0.14,5.9,25.5,0.328111174,8.496424261,16,4,0,1
275,275,136.7,104.5,9726,8682,162.7,2,5,3,4,21,143736.912,4,0.14,5.9,25.5,2.349953441,6.724814484,21,17.5,0,1
235,235,16.73,0,3877,0,83.56,3,3,3.5,6,3.5,30754.152,4,0.2,6.77,23.99,1.541418928,44.00835975,7,17.5,0,1
235,235,104.5,77.63,8682,7684,83.56,3,5,3.5,6,8,76355.136,0,0.14,5.9,25.5,2.368179653,6.246248425,8,10,0,1
355,355,1119,0,21176,0,671.2,3,3,4,8,7.5,80637.876,2,0.15,6.2,13.91,0.632160611,4.381064351,4.5,6,1,0
275,235,1119,0,21176,0,162.7,1,1,4,3,3,7525.386,1,0.15,6.2,13.91,0.106082429,1.077421236,18,15,1,0
355,355,5538,4221,34685,32053,83.56,3,5,4,6,4.5,29954.7072,2,0.15,6.33,18.96,0.862981239,13.63153429,3,6,0,1
275,275,16.73,0,3877,0,13.17,1,1,3.5,3,20,41114.304,0,0.171,6,17.28,1.153756841,54.26501197,24,12,0,1
275,235,77.63,54.1,7684,6434,1412,5,6,3,3,17.5,165956.175,0,0.171,6,17.28,1.987698708,21.15050829,17.5,17.5,0,1
355,275,869.7,0,19754,0,337.4,6,2,3,4,24,291324.2112,0,0.1,6.1,32.84,0.441152011,11.77603826,16,16,1,0
355,355,16.73,10.33,3877,3142,1412,3,5,3,8,12.5,149691.96,4,0.171,6,17.28,3.901514076,25.79791609,10,2.5,0,1
235,235,77.63,0,7684,0,920.8,1,1,4,3,20,49883.724,2,0.354,6.5,15.82,0.626286554,31.29265217,24,12,1,0
235,235,6447,5538,40005,34685,19.43,5,5,4,6,9,117102.348,3,0.1,6.1,32.84,1.557186625,9.766592959,4.5,4.5,1,0
275,235,10.33,6.062,3142,2534,19.43,3,4,3.5,6,1.5,8920.3356,0,0.15,6.33,18.96,1.656882582,56.74799243,4.5,1.5,0,1
235,235,25.1,0,4525,0,83.56,1,1,3,3,7,10103.1876,4,0.15,6.33,18.96,0.338475857,12.68582046,3.5,7,0,1
355,275,136.7,0,9726,0,38.92,3,1,4,4,10.5,70408.2456,0,0.171,6,17.28,0.528429357,27.30473412,17.5,7,0,1
275,235,77.63,54.1,7684,6434,162.7,1,6,3,8,15,72928.944,0,0.2,6.77,23.99,3.490340447,47.58512087,15,12,0,1
355,355,450.7,330.9,15898,14276,1752,3,6,3.5,5,6,31937.004,0,0.171,6,17.28,0.703088996,8.392869851,9,6,0,1
235,235,16.73,0,3877,0,231.3,3,3,3,7,4.5,54659.9988,3,0.14,5.9,25.5,1.53621751,10.71942704,6,4.5,0,1
355,235,5538,4221,34685,32053,337.4,4,6,3,4,6,61704.0864,2,0.2,6.77,23.99,0.598372623,8.600454946,7.5,4.5,0,1
235,235,10.33,0,3142,0,920.8,4,3,3,8,8,54688.5504,2,0.123,6.19,12.9,1.663824645,14.60315357,4,12,0,1
275,275,4221,3034,32053,28583,57.9,3,5,3.5,6,9,114679.5408,1,0.354,6.5,15.82,1.58587719,37.88652047,18,9,1,0
275,275,36.92,25.1,5383,4525,83.56,5,6,4,6,5,38340.72,1,0.14,5.9,25.5,2.504139643,6.297942975,5,2.5,0,1
235,235,229.3,0,12437,0,920.8,6,1,3.5,5,15,291838.14,3,0.3,6.6,10.27,0.418070032,30.58277074,15,12,1,0
355,235,229.3,182.6,12437,11253,482,1,5,4,5,20,36913.14,2,0.354,6.5,15.82,1.610089041,28.13125581,8,12,1,0
275,275,25.1,16.73,4525,3877,38.92,5,5,3,8,4.5,104988.312,0,0.15,6.33,18.96,3.291091403,42.37262587,7.5,4.5,0,1
275,275,54.1,36.92,6434,5383,27.72,6,4,3,7,3,57608.9712,4,0.1,6.69,35.66,1.626133971,32.60442926,3,6,1,0
235,235,4221,3034,32053,28583,1752,2,6,4,6,2,12138.5088,3,0.3,6.6,10.27,0.405723899,8.552707939,4,8,1,0
355,275,2153,1752,26048,24164,1752,4,6,4,3,7.5,49373.874,3,0.1,6.69,35.66,0.57703939,3.93630201,10,5,1,0
275,275,1752,1412,24164,22646,231.3,4,6,3,6,7,134967.492,3,0.3,6.6,10.27,1.297061892,22.38772107,21,17.5,1,0
235,235,229.3,182.6,12437,11253,1752,3,5,3,7,18,143386.1352,0,0.1,6.1,32.84,1.25163106,9.848672197,9,9,1,0
355,235,182.6,0,11253,0,231.3,1,1,3,7,3,7965.8964,0,0.283,7.28,19.74,0.144945391,3.115346944,4.5,4.5,0,1
355,235,54.1,0,6434,0,920.8,5,2,3.5,3,7.5,51392.88,0,0.15,6.2,13.91,0.595429602,5.571701202,6,3,1,0
235,235,182.6,136.7,11253,9726,19.43,5,6,4,5,3,20801.88,0,0.354,6.5,15.82,1.994677619,20.87354167,6,9,1,0
275,235,25.1,16.73,4525,3877,162.7,6,6,3,6,15,273361.176,2,0.283,7.28,19.74,4.318683342,120.7404981,10,7.5,0,1
355,275,10.33,6.062,3142,2534,27.72,2,5,3,5,4,36709.2,4,0.14,5.9,25.5,3.613364172,7.071057562,12,10,0,1
275,275,104.5,0,8682,0,38.92,4,1,3,5,8,84594.312,1,0.171,6,17.28,0.400102886,16.75828957,16,16,0,1
355,235,1412,1119,22646,21176,231.3,3,6,3,5,3,24595.164,3,0.283,7.28,19.74,0.646476296,10.49883374,9,12,0,1
275,275,54.1,0,6434,0,920.8,5,1,4,3,12.5,36454.275,2,0.1,6.69,35.66,0.371870873,7.389071003,2.5,5,1,0
275,275,1119,0,21176,0,19.43,1,1,3.5,5,9,40074.21,3,0.2,6.77,23.99,0.232904638,2.903167725,9,7.5,0,1
275,275,1119,0,21176,0,162.7,1,1,3.5,8,4,16184.6784,2,0.3,6.6,10.27,0.139983788,2.644537185,12,16,1,0
235,235,869.7,637.2,19754,17803,27.72,2,6,4,3,9,25574.076,1,0.14,5.9,25.5,1.995705703,7.249868179,9,15,0,1
355,355,77.63,0,7684,0,38.92,4,2,3,8,5,40543.272,2,0.14,5.9,25.5,0.68473508,5.181301603,2.5,10,0,1
355,275,276.9,0,13347,0,482,3,1,3.5,6,4.5,21254.6268,4,0.123,6.19,12.9,0.154162916,1.101284778,1.5,1.5,0,1
355,275,276.9,229.3,13347,12437,671.2,5,4,3.5,5,3,51392.88,3,0.3,6.6,10.27,0.608637681,15.52188444,15,6,1,0
355,355,25.1,16.73,4525,3877,1412,5,4,3,5,24,105436.98,2,0.15,6.33,18.96,1.767959528,60.55397102,4,8,0,1
275,275,4221,3034,32053,28583,117.7,4,4,3.5,8,21,427588.7616,0,0.15,6.33,18.96,1.78885941,67.49489441,21,3.5,0,1
355,275,77.63,0,7684,0,57.9,5,3,3.5,7,3.5,61528.698,2,0.171,6,17.28,1.218896582,39.79960903,14,3.5,0,1
275,235,77.63,0,7684,0,337.4,2,1,3.5,6,6,26626.4064,2,0.14,5.9,25.5,0.330689013,8.517309717,6,12,0,1
275,275,450.7,330.9,15898,14276,117.7,4,5,3.5,8,20,207855.648,2,0.3,6.6,10.27,2.602204479,59.73924947,8,16,1,0
355,275,1752,1412,24164,22646,482,2,6,4,3,1.5,6167.1456,3,0.123,6.19,12.9,0.439125355,1.104042955,4.5,4.5,0,1
275,235,1119,0,21176,0,38.92,3,1,4,8,10,45193.104,2,0.171,6,17.28,0.208831783,2.889282589,2.5,5,0,1
275,275,1119,0,21176,0,337.4,4,3,3,7,12,66614.9616,3,0.15,6.2,13.91,0.423357654,5.948871193,4,8,1,0
355,235,77.63,54.1,7684,6434,1119,3,4,3,6,14,100281.3768,1,0.14,5.9,25.5,1.304287942,5.699456377,10.5,10.5,0,1
355,355,104.5,0,8682,0,920.8,2,1,4,8,8,51817.0752,1,0.15,6.2,13.91,0.470753068,10.80371737,12,12,1,0
235,235,77.63,54.1,7684,6434,231.3,2,6,3,4,17.5,34282.314,3,0.15,6.33,18.96,1.537812359,34.0906998,3.5,7,0,1
235,235,869.7,637.2,19754,17803,13.17,5,5,4,4,4.5,23514.282,1,0.354,6.5,15.82,1.378087143,32.14471602,3,1.5,1,0
355,275,104.5,77.63,8682,7684,1119,5,5,4,8,12,336745.728,3,0.14,5.9,25.5,3.146942436,10.85658203,18,6,0,1
235,235,1119,0,21176,0,38.92,4,2,3,4,10.5,126777.2616,2,0.283,7.28,19.74,0.503139615,33.1140013,21,14,0,1
355,355,3034,2153,28583,26048,920.8,6,5,3.5,5,12,167393.952,4,0.1,6.1,32.84,0.667006977,18.35807567,9,12,1,0
235,235,182.6,0,11253,0,671.2,1,3,3.5,6,7.5,23555.07,2,0.123,6.19,12.9,0.672966458,4.393690281,7.5,12.5,0,1
355,275,16.73,0,3877,0,83.56,6,1,3,7,8,90810.4032,4,0.15,6.2,13.91,0.653749325,8.658153156,4,16,1,0
235,235,3034,2153,28583,26048,117.7,6,6,4,6,14,370028.736,0,0.123,6.19,12.9,2.781399839,17.47615018,21,17.5,0,1
275,275,4221,3034,32053,28583,83.56,6,4,4,8,6,208655.0928,3,0.3,6.6,10.27,1.334602093,37.94599035,12,4,1,0
275,235,54.1,0,6434,0,19.43,4,1,3,4,9,43292.3832,3,0.15,6.33,18.96,0.381641086,12.11154268,6,3,0,1
235,235,330.9,0,14276,0,920.8,3,2,3,5,8,18109.872,0,0.1,6.69,35.66,0.183911233,1.48678754,2,4,1,0
355,355,869.7,0,19754,0,5.412,6,2,3,3,4,36154.4832,4,0.123,6.19,12.9,0.299316652,1.524333024,6,4,0,1
275,275,36.92,0,5383,0,27.72,6,3,3.5,5,6,136313.496,2,0.15,6.2,13.91,2.174002847,13.0594265,12,8,1,0
275,275,36.92,0,5383,0,38.92,1,1,3.5,4,3.5,8850.996,0,0.14,5.9,25.5,0.3684803,9.309584892,17.5,17.5,0,1
235,235,54.1,0,6434,0,920.8,1,2,3.5,7,10.5,37488.2508,2,0.283,7.28,19.74,0.902138936,48.42027226,14,3.5,0,1
355,235,16.73,0,3877,0,920.8,3,2,4,5,9,89203.356,0,0.3,6.6,10.27,1.998746985,107.6111883,9,3,1,0
355,235,1119,0,21176,0,83.56,4,1,4,7,12,222017.2416,0,0.1,6.69,35.66,0.38334496,7.84009796,18,6,1,0
235,235,1119,0,21176,0,57.9,1,1,4,4,8,7309.2096,0,0.1,6.1,32.84,0.118022363,0.500248388,4,2,1,0
235,235,1119,0,21176,0,83.56,4,3,3.5,6,9,61304.364,3,0.1,6.1,32.84,0.675907238,28.90532128,1.5,7.5,1,0
235,235,4221,3034,32053,28583,13.17,2,6,3,3,12.5,51392.88,0,0.1,6.69,35.66,1.548862715,22.16180272,15,7.5,1,0
355,355,36.92,25.1,5383,4525,671.2,1,6,3.5,6,17.5,63078.642,3,0.171,6,17.28,3.87619432,30.13217257,14,10.5,0,1
275,235,1119,0,21176,0,38.92,2,1,3,4,16,55341.1584,0,0.123,6.19,12.9,0.174409415,1.146633766,16,4,0,1
355,275,6447,5538,40005,34685,8.693,6,6,3,4,12,129412.1664,1,0.15,6.33,18.96,1.411812942,34.51870782,12,3,0,1
275,235,1119,0,21176,0,920.8,1,2,3,5,20,59448.51,3,0.283,7.28,19.74,0.334816086,19.26556006,16,8,0,1
275,275,1119,0,21176,0,671.2,1,3,3,4,3,7023.6936,3,0.14,5.9,25.5,0.195839666,2.130468331,9,3,0,1
235,235,330.9,0,14276,0,83.56,3,3,4,8,12.5,121140.36,0,0.15,6.33,18.96,1.746507528,70.98720509,7.5,10,0,1
275,235,4221,3034,32053,28583,162.7,1,4,3.5,8,2.5,19496.664,4,0.354,6.5,15.82,0.643847074,13.50683213,15,10,1,0
355,355,1119,0,21176,0,117.7,3,2,3,6,3,24962.256,3,0.123,6.19,12.9,0.230476485,1.702339611,6,15,0,1
235,235,1119,0,21176,0,8.693,5,2,3.5,3,7.5,80454.33,2,0.1,6.69,35.66,0.514627429,13.21872257,15,5,1,0
355,275,869.7,637.2,19754,17803,117.7,5,5,4,8,12,281274.048,2,0.15,6.33,18.96,2.860396062,48.41792033,15,6,0,1
355,235,54.1,0,6434,0,671.2,4,3,3,3,4,27996.8832,0,0.14,5.9,25.5,0.557271432,5.541228428,20,12,0,1
235,235,54.1,36.92,6434,5383,57.9,1,5,3.5,5,8,28592.388,2,0.123,6.19,12.9,2.773888326,19.62771937,20,16,0,1
275,235,1119,0,21176,0,83.56,1,2,4,5,7,25696.44,0,0.2,6.77,23.99,0.518135043,17.79655155,21,17.5,0,1
275,275,330.9,276.9,14276,13347,1412,4,6,3.5,8,15,96830.712,2,0.15,6.33,18.96,1.226703068,27.39007903,2.5,7.5,0,1
275,275,104.5,77.63,8682,7684,920.8,1,6,3.5,8,10.5,22702.6008,2,0.1,6.1,32.84,1.561189296,11.17905561,3.5,14,1,0
235,235,1412,1119,22646,21176,337.4,6,4,3.5,8,9,136166.6592,4,0.123,6.19,12.9,0.813232418,5.876850016,6,6,0,1
